user_id,username,full_name,department,role,location,hostname,device_id,status,hire_date,termination_date,manager_username
EMP12706,  inaya.rastogi36  ,Inaya Rastogi,legal,Manager,regional_office,VDR-12706,DEV64786,inactive,19-Jun-2020 13:06:40,03-04-2024 10:08:32 PM,unknown
EMP12667,ansh.bose59,Ansh Bose,finance,Officer,regional_office,WS-12667,DEV56648,on_leave,01/01/2025 04:49,NA,manager738
EMP11091,  nathaniel.wadhwa89  ,Nathaniel Wadhwa,human_resources,Trainee,work_from_home,VDR-11091,,active,22/07/2025 09:47,,manager111
EMP11820,lipika.ramaswamy9,Lipika Ramaswamy,operations,Consultant,branch_office,WS-11820,,active,2020/11/10,NA,manager828
EMP10632,dayita.malhotra55,Dayita Malhotra,brand_team,Specialist,remote,WS-10632,dev 81071,active,1752983592,not available,manager654
EMP11178,mason.goyal5,Mason Goyal,procurement,Executive,,LPT-11178,DEV-11424,active,2023/08/09,not available,manager996
EMP10445,charvi.mann64,Charvi Mann,sales_dept,Specialist,branch_office,WS-10445,DEV78569,on_leave,2023-01-17 00:35:10,NA,MANAGER402
EMP10617,gaurav.rajagopal62,Gaurav Rajagopal,customer_support,Engineer,data_center,WS-10617,,open,2024-10-09 11:41:23,NA,manager853
EMP11915,jasmit.panchal36,Jasmit Panchal,information_technology,Director,regional_office,WS-11915,dev 56779,active,2024/09/24,not available,manager127
EMP12922,brijesh.karpe81,Brijesh Karpe,marketing,Consultant,data_center,VDR-12922,DEV48262,active,09/01/2024 15:34,not available,manager400
EMP12792,hemal.anne22,Hemal Anne,cs,Specialist,remote,,dev45125,active,2021-08-21 08:13:40,not available,
EMP11207,DHRITI.CHOUDHARY42,Dhriti Choudhary,operations_dept,Analyst,,WS-11207,dev 29331,active,10/09/2022,not available,manager790
EMP12014,YADAVI.KARAN30,Yadavi Karan,procurement,Trainee,regional_office,LPT-12014,DEV74595,inactive,,,MANAGER797
EMP10844,saksham.vohra67,Saksham Vohra,supply_chain,Officer,remote,WS-10844,DEV-21829,open,,NA,
EMP12631,shivani.madan32,Shivani Madan,sales_team,Specialist,work_from_home,WS-12631,,active,08/10/2020 20:13,,manager433
EMP10547,tristan.mukherjee88,Tristan Mukherjee,sales,Trainee,regional_office,,dev 40783,active,04-Apr-2022 14:03:33,NA,
EMP11889,atharv.shukla79,Atharv Shukla,legal,Engineer,work_from_home,VDR-11889,dev48365,active,10-Jun-2023 19:14:29,not available,NA
EMP10942,,Udarsh Chokshi,research_development,Manager,work_from_home,VDR-10942,dev 89541,active,03-Jan-2025 15:02:48,,manager982
EMP11011,adya.divan78,Adya Divan,research_development,Analyst,branch_office,LPT-11011,DEV19108,terminated,2023-04-13T22:21:03,,manager636
EMP10263,tanish.issac29,Tanish Issac,brand_team,Executive,work_from_home,,DEV-17552,active,2023-07-18 01:04:38,not available,MANAGER237
EMP11393,rishi.iyengar51,Rishi Iyengar,sales_team,Specialist,work_from_home,WS-11393,dev52431,open,04-28-2026 10:08:14 PM,,manager380
EMP12425,jeet.rajagopalan64,Jeet Rajagopalan,research_development,Officer,data_center,LPT-12425,dev 51114,open,,not available,unknown
EMP11933,balendra.madan83,Balendra Madan,operations_dept,Analyst,work_from_home,VDR-11933,dev89281,active,10/04/2021,,
EMP10353,lajita.rao81,Lajita Rao,people_team,Trainee,data_center,VDR-10353,DEV57202,active,27-Oct-2024 06:05:36,,manager261
EMP12923,,Lohit Kulkarni,sales,Director,regional_office,WS-12923,DEV-49080,inactive,,2021-09-16 19:33:57,  manager591  
EMP10208,liam.agate34,Liam Agate,sales_dept,Specialist,data_center,VDR-10208,,active,,NA,manager757
EMP10613,pavani.bansal82,Pavani Bansal,legal,Analyst,remote,,dev 15397,open,21/10/2024,not available,manager614
EMP11710,  advaith.barman92  ,Advaith Barman,finance,Trainee,head_office,LPT-11710,dev 28338,active,06-12-2024 05:20:44 AM,not available,manager830
EMP11780,  radha.gour60  ,Radha Gour,procurement,Officer,,,DEV48202,active,10-01-2021 04:37:33 AM,,manager748
EMP11844,anamika.ben86,Anamika Ben,accounts,Trainee,work_from_home,WS-11844,dev57022,on_leave,09-Aug-2022 22:44:51,,manager822
EMP11572,peter.chowdhury40,Peter Chowdhury,sales,Specialist,warehouse,LPT-11572,,active,11/03/2021 21:46,,manager942
EMP12702,SAMUEL.DUBEY7,Samuel Dubey,supply_chain,Consultant,data_center,LPT-12702,,open,04/06/2022,not available,manager119
EMP12113,akshay.dugal56,Akshay Dugal,accounts,Consultant,,VDR-12113,DEV98652,active,,NA,manager710
EMP12307,saksham.rege93,Saksham Rege,brand_team,Consultant,,WS-12307,DEV41447,active,1729319671,not available,manager977
EMP10057,nimrat.nair32,Nimrat Nair,mktg,Officer,data_center,VDR-10057,DEV-41358,active,28/08/2020 17:34,,manager340
EMP12312,RANBIR.KUMAR36,Ranbir Kumar,accounts,Engineer,remote,VDR-12312,DEV87136,on_leave,,,manager225
EMP10811,diya.ratta6,Diya Ratta,human_resources,Consultant,,LPT-10811,dev60434,active,2025-02-08 08:17:11,NA,manager803
EMP12260,patrick.salvi50,Patrick Salvi,research_development,Trainee,remote,LPT-12260,DEV-41671,on_leave,2024-04-05 09:49:33,NA,manager796
EMP10561,RAGHAV.NANDA23,Raghav Nanda,marketing_dept,Consultant,remote,VDR-10561,,active,07/04/2026 07:22,NA,manager180
EMP12112,,Forum Palla,marketing,Engineer,work_from_home,WS-12112,dev 32935,open,09-02-2021 04:05:53 PM,not available,manager678
EMP10229,bhavna.dass88,Bhavna Dass,brand_team,Specialist,,,dev 42311,active,2022-07-16 09:42:39,,manager404
EMP12586,sai.mitra8,Sai Mitra,innovation,Specialist,branch_office,LPT-12586,dev17258,active,22-Jun-2023 20:24:01,NA,MANAGER187
EMP11833,janya.wagle29,Janya Wagle,sales,Trainee,branch_office,LPT-11833,dev 81068,active,2023/07/06,,manager529
EMP11080,pavani.rout64,Pavani Rout,research_development,Executive,warehouse,WS-11080,dev 29119,active,2025/12/24,NA,manager427
EMP10538,indali.dora66,Indali Dora,customer_support,Engineer,,LPT-10538,dev98345,open,13/01/2022 08:16,,manager261
EMP11320,QASIM.MUNSHI11,Qasim Munshi,customer_care,Trainee,,WS-11320,,open,2024-03-22 20:56:06,,manager765
EMP11674,sudiksha.shenoy74,Sudiksha Shenoy,sales,Manager,work_from_home,LPT-11674,DEV-11264,active,04-07-2026 05:40:59 AM,NA,
EMP12881,nirja.virk29,Nirja Virk,information_technology,Specialist,work_from_home,WS-12881,dev 19065,active,1757144550,NA,manager697
EMP11110,  meera.banik95  ,Meera Banik,customer_support,Officer,warehouse,WS-11110,dev 72503,open,2022-03-15 20:59:27,not available,manager625
EMP11842,harita.parekh10,Harita Parekh,procurement,Administrator,branch_office,LPT-11842,DEV70599,active,1647625246,,MANAGER894
EMP11128,PRATYUSH.DESHPANDE35,Pratyush Deshpande,human_resources,Director,,VDR-11128,dev74955,inactive,2026-01-28 07:37:53,07-02-2026 02:44:45 PM,  manager859  
EMP10707,raksha.mahal36,Raksha Mahal,marketing_dept,Executive,,WS-10707,,inactive,2020-02-14T03:03:10,2025-04-04T03:15:00,manager705
EMP10424,eesha.basu78,Eesha Basu,brand_team,Administrator,regional_office,LPT-10424,dev73142,open,09/05/2022 00:05,NA,  manager982  
EMP10069,brijesh.arora88,Brijesh Arora,procurement,Manager,work_from_home,VDR-10069,dev 15383,active,1692828646,NA,
EMP12817,suhani.dhar2,Suhani Dhar,procurement,Officer,,LPT-12817,DEV11435,inactive,27-Dec-2024 15:10:23,03-29-2025 11:48:14 AM,unknown
EMP12059,qushi.sandhu96,Qushi Sandhu,information_technology,Executive,remote,VDR-12059,,terminated,13/06/2022 12:22,11-Jul-2026 18:58:56,MANAGER323
EMP10647,vedant.kumer4,Vedant Kumer,finance,Trainee,warehouse,VDR-10647,DEV-36467,on_leave,2020-10-07 04:16:59,26/08/2026 06:28,manager828
EMP12975,warjas.barman48,Warjas Barman,sales,Officer,head_office,VDR-12975,dev 64598,active,2020-11-22T22:14:53,NA,manager901
EMP12051,warda.dey18,Warda Dey,research_development,Consultant,warehouse,WS-12051,,active,18/05/2025 02:11,NA,MANAGER702
EMP12382,girik.shere27,Girik Shere,people_team,Analyst,remote,LPT-12382,DEV-96938,active,2024-12-05 06:35:35,,manager859
EMP11743,,Warhi Dugar,legal,Engineer,warehouse,WS-11743,DEV-63477,open,2020-11-26 15:44:40,,manager759
EMP12683,meghana.grewal81,Meghana Grewal,legal,Administrator,data_center,LPT-12683,dev28594,active,1744484438,NA,manager559
EMP11453,aadi.sharma83,Aadi Sharma,sales,Executive,,LPT-11453,,open,14/09/2023 17:49,NA,manager493
EMP12519,chaaya.mody33,Chaaya Mody,marketing,Manager,work_from_home,VDR-12519,DEV-99516,open,18-Apr-2020 14:56:58,,
EMP10620,udyati.basu22,Udyati Basu,operations,Specialist,work_from_home,WS-10620,dev91681,active,2020-05-19 10:18:45,,
EMP12682,YUVRAJ.TALWAR62,Yuvraj Talwar,operations,Engineer,regional_office,WS-12682,dev26791,terminated,01/05/2022 12:06,08-14-2023 02:16:20 AM,manager620
EMP11407,zashil.menon96,Zashil Menon,finance,Executive,warehouse,VDR-11407,DEV72111,active,17/07/2023 09:47,not available,manager581
EMP11977,rudra.gokhale89,Rudra Gokhale,information_technology,Specialist,work_from_home,LPT-11977,dev76505,open,2024-10-19 17:19:14,NA,  manager166  
EMP11105,neel.soman20,Neel Soman,operations_dept,Director,data_center,LPT-11105,,active,19/04/2022 05:59,,manager212
EMP11618,,Hemangini Sathe,information_technology,Specialist,head_office,VDR-11618,dev25765,inactive,2022-08-26T07:27:09,not available,manager799
EMP11580,hemangini.goda47,Hemangini Goda,sales,Trainee,work_from_home,VDR-11580,DEV66685,open,05-Jun-2025 09:11:42,,manager888
EMP12321,bhavani.khare8,Bhavani Khare,information_technology,Consultant,work_from_home,LPT-12321,dev67583,terminated,14/07/2020 08:48,,manager631
EMP12746,neha.pal10,Neha Pal,research_development,Officer,head_office,,DEV71797,open,2020-01-18 08:06:13,NA,manager485
EMP12320,warinder.pai74,Warinder Pai,legal,Director,regional_office,WS-12320,DEV63311,active,,,manager385
EMP10279,rayaan.kari11,Rayaan Kari,operations,Director,,VDR-10279,dev 41877,on_leave,02/12/2021,,manager947
EMP12250,jyoti.rajagopal11,Jyoti Rajagopal,operations,Manager,remote,LPT-12250,DEV-33998,terminated,14/12/2022 04:01,,manager802
EMP12242,adya_deep36,Adya Deep,information_technology,Director,,WS-12242,DEV91248,active,2020/09/05,,manager506
EMP11606,manya.kale19,Manya Kale,people_team,Consultant,head_office,VDR-11606,,open,2026-03-11T01:45:22,NA,manager712
EMP10166,omkaar.balan50,Omkaar Balan,mktg,Administrator,regional_office,,DEV-88997,on_leave,1667322991,2025/08/28,manager458
EMP11242,reva.cherian68,Reva Cherian,sales,Manager,warehouse,WS-11242,,terminated,2025-09-16T19:06:33,29/08/2026 11:20,  manager798  
EMP11756,  zaid.goel6  ,Zaid Goel,marketing,Specialist,remote,WS-11756,DEV24375,active,08-26-2020 04:09:47 PM,not available,manager597
EMP10553,nirja.kar42,Nirja Kar,operations,Specialist,work_from_home,WS-10553,DEV34530,active,01-06-2022 06:22:37 PM,not available,manager727
EMP10834,warda_rege61,Warda Rege,compliance,Engineer,,LPT-10834,DEV-95398,inactive,2024/04/16,2026-02-18 08:43:23,manager420
EMP10657,,Kala Contractor,operations,Director,,LPT-10657,DEV-66010,blocked,2020-07-20 17:13:24,2021/09/11,manager980
EMP10596,wishi.dixit15,Wishi Dixit,human_resources,Officer,regional_office,,dev15737,inactive,07-Feb-2021 04:40:14,2021/05/15,
EMP12828,siddharth.cheema52,Siddharth Cheema,information_technology,Executive,branch_office,WS-12828,DEV18242,active,02-08-2023 12:44:43 PM,,manager483
EMP10802,panini.gokhale89,Panini Gokhale,finance,Engineer,remote,LPT-10802,,active,,not available,manager881
EMP12203,yashodhara.de11,Yashodhara De,procurement,Officer,work_from_home,LPT-12203,dev 73253,active,22/05/2026,NA,NA
EMP10695,charita_dhingra41,Charita Dhingra,legal,Director,data_center,WS-10695,dev81449,active,2021/06/22,NA,manager292
EMP11811,ISHANI.BHARDWAJ87,Ishani Bhardwaj,legal,Officer,warehouse,VDR-11811,DEV62939,terminated,20-Dec-2023 17:43:28,NA,unknown
EMP12802,  fariq.sanghvi8  ,Fariq Sanghvi,sales,Specialist,data_center,WS-12802,dev 44556,inactive,2024-04-12 04:39:17,,NA
EMP10440,laksh.kari28,Laksh Kari,information_technology,Specialist,warehouse,,,active,14/07/2025,,NA
EMP10508,nandini.kade65,Nandini Kade,information_technology,Specialist,warehouse,WS-10508,,open,,,manager656
EMP10076,yamini.tata89,Yamini Tata,research_development,Trainee,,LPT-10076,dev 22196,open,,NA,manager413
EMP12986,ekaja.dugar99,Ekaja Dugar,information_technology,Manager,remote,VDR-12986,dev90418,open,06/02/2024 10:33,,
EMP11948,kamya.ram56,Kamya Ram,sales,Manager,remote,WS-11948,dev20769,active,06/05/2020,NA,NA
EMP10649,tejas.narula94,Tejas Narula,support,Specialist,branch_office,WS-10649,,active,07-14-2026 09:38:31 PM,,MANAGER443
EMP10522,widisha.seshadri22,Widisha Seshadri,sales,Director,warehouse,LPT-10522,,inactive,2021/07/19,2025/11/22,manager841
EMP11586,gunbir.goda45,Gunbir Goda,research_development,Trainee,warehouse,VDR-11586,dev 14885,terminated,2025-05-05 11:53:55,,
EMP11117,yagnesh.bhardwaj90,Yagnesh Bhardwaj,call_center,Consultant,branch_office,VDR-11117,,on_leave,,,manager143
EMP12383,gaurangi.natarajan89,Gaurangi Natarajan,legal,Officer,work_from_home,LPT-12383,dev 14282,open,07-15-2025 11:24:25 PM,not available,  manager824  
EMP11593,,Kiaan Palan,accounts,Executive,remote,LPT-11593,dev 24611,active,2022-08-22T18:36:53,not available,NA
EMP10654,vamakshi.ravel8,Vamakshi Ravel,operations,Analyst,,LPT-10654,dev97424,active,1739780008,not available,MANAGER189
EMP11375,ijaya.sachar81,Ijaya Sachar,information_technology,Engineer,branch_office,,DEV59310,terminated,15/11/2021 04:00,2024-02-17T09:10:31,  manager596  
EMP11644,ayushman.dara8,Ayushman Dara,human_resources,Manager,data_center,VDR-11644,dev80028,open,16/02/2026,not available,manager429
EMP12131,chaaya_sodhi94,Chaaya Sodhi,cs,Officer,regional_office,VDR-12131,dev 47980,on_leave,1714260396,08-15-2024 03:57:07 PM,NA
EMP10976,  michael.dhillon14  ,Michael Dhillon,information_technology,Specialist,regional_office,LPT-10976,dev 87710,blocked,2021-08-24 12:56:47,not available,manager621
EMP11760,kashvi.shere48,Kashvi Shere,call_center,Manager,data_center,WS-11760,dev 14395,active,2024-09-27T09:55:29,,
EMP10630,,Banjeet Vyas,mktg,Director,work_from_home,LPT-10630,DEV-82737,terminated,1638391195,2025/04/05,manager189
EMP11340,ranbir.tak34,Ranbir Tak,finance,Trainee,,LPT-11340,DEV-67659,open,2020-04-24T23:12:00,,unknown
EMP11609,,Kavya Rout,operations,Analyst,warehouse,LPT-11609,dev 56969,active,08/08/2020 15:08,not available,manager642
EMP12728,ekaraj.jaggi47,Ekaraj Jaggi,legal,Director,head_office,WS-12728,dev14784,open,09/02/2022 10:37,NA,manager535
EMP10482,zayyan.pal49,Zayyan Pal,information_technology,Director,remote,VDR-10482,,active,2024-12-19T09:09:23,not available,
EMP10560,jasmit_ramaswamy33,Jasmit Ramaswamy,operations,Analyst,,LPT-10560,dev56018,on_leave,24/02/2025 11:01,2026-05-17T18:28:20,manager651
EMP11192,vamakshi.divan13,Vamakshi Divan,information_technology,Executive,work_from_home,WS-11192,DEV81714,terminated,09-27-2020 07:41:37 PM,08-10-2024 08:37:31 PM,manager402
EMP12642,jalsa.nagy51,Jalsa Nagy,customer_care,Director,,WS-12642,DEV-34371,open,21/07/2022,not available,unknown
EMP12032,alka.jayaraman50,Alka Jayaraman,legal,Specialist,remote,VDR-12032,DEV69852,open,2020-04-05T04:14:49,,manager271
EMP10438,urmi.gulati6,Urmi Gulati,marketing,Administrator,,VDR-10438,,open,15/11/2022,not available,manager803
EMP12151,MANYA.MOHANTY64,Manya Mohanty,accounts,Administrator,head_office,VDR-12151,DEV-22761,active,,,manager297
EMP11947,xalak.handa21,Xalak Handa,information_technology,Engineer,data_center,VDR-11947,dev27106,active,03-03-2026 04:57:35 AM,,NA
EMP12634,samarth.brar15,Samarth Brar,finance,Officer,work_from_home,LPT-12634,,terminated,2022-10-20 18:28:43,2023-05-16 21:51:14,manager481
EMP10856,odika.shanker32,Odika Shanker,support,Executive,work_from_home,VDR-10856,DEV99883,active,19/09/2022 08:07,NA,manager994
EMP10530,  indali.toor53  ,Indali Toor,operations,Manager,branch_office,WS-10530,dev95403,open,1647979760,NA,
EMP11818,triveni.ranganathan7,Triveni Ranganathan,sales_dept,Executive,,LPT-11818,DEV48721,active,2022-12-25 03:17:00,not available,manager495
EMP10049,luke.walia87,Luke Walia,finance,Specialist,warehouse,WS-10049,dev63225,active,02/01/2020 06:16,,manager315
EMP10858,aditya.bhakta49,Aditya Bhakta,supply_chain,Engineer,head_office,LPT-10858,DEV83207,open,2025-04-30T20:43:20,NA,manager191
EMP10719,chanakya.taneja17,Chanakya Taneja,legal,Specialist,work_from_home,LPT-10719,DEV-24528,active,,NA,manager776
EMP12256,charvi.mannan37,Charvi Mannan,human_resources,Manager,warehouse,WS-12256,dev92163,open,18/10/2020 09:52,,
EMP11366,jagat.mohanty55,Jagat Mohanty,marketing,Consultant,data_center,WS-11366,,on_leave,10/05/2020 06:51,,NA
EMP12318,  jacob.karnik59  ,Jacob Karnik,marketing,Administrator,work_from_home,VDR-12318,dev95260,terminated,27/03/2024,05-08-2026 07:24:17 PM,  manager267  
EMP12770,azad.ahluwalia77,Azad Ahluwalia,finance,Specialist,regional_office,VDR-12770,dev 81848,active,23/09/2022 02:52,NA,unknown
EMP11559,girish.jayaraman91,Girish Jayaraman,research_development,Specialist,warehouse,VDR-11559,DEV85650,on_leave,1649435481,,NA
EMP12194,waida.dyal18,Waida Dyal,research_development,Manager,,WS-12194,dev99263,open,2023-03-16T19:23:18,not available,  manager929  
EMP11374,vyanjana.ahuja87,Vyanjana Ahuja,human_resources,Consultant,head_office,WS-11374,dev 23164,on_leave,06-07-2024 02:42:25 PM,01-Aug-2024 23:19:12,unknown
EMP12593,rudra.madan20,Rudra Madan,marketing,Engineer,remote,VDR-12593,DEV-65293,active,2023-06-27T07:18:43,,  manager267  
EMP11321,arin.rattan45,Arin Rattan,legal,Trainee,remote,LPT-11321,dev 12810,terminated,22/03/2020,11-22-2021 08:53:52 AM,manager980
EMP11068,yasti.swamy25,Yasti Swamy,information_technology,Consultant,head_office,VDR-11068,dev 57212,terminated,04-05-2026 02:11:46 AM,1782809326,manager596
EMP11711,kai.chatterjee31,Kai Chatterjee,human_resources,Consultant,remote,WS-11711,dev 20637,active,05-21-2026 07:29:09 PM,not available,manager510
EMP12606,ishani.mitra6,Ishani Mitra,finance,Manager,branch_office,WS-12606,,open,05-18-2026 09:33:07 AM,NA,manager921
EMP12711,,Chanchal Tiwari,innovation,Executive,data_center,WS-12711,DEV96309,terminated,,2026/03/28,
EMP11577,yashodhara_sen16,Yashodhara Sen,customer_support,Specialist,,LPT-11577,DEV-19227,terminated,2026-06-01 08:58:31,,manager378
EMP10297,  simon.dara84  ,Simon Dara,supply_chain,Executive,remote,WS-10297,dev 89064,terminated,,21/03/2023 22:10,NA
EMP11269,ekavir.kalita10,Ekavir Kalita,finance,Analyst,warehouse,WS-11269,dev 72105,active,26/02/2024 02:50,,NA
EMP12111,CHATRESH.KRISH60,Chatresh Krish,sales_team,Consultant,head_office,LPT-12111,DEV47712,open,1720293921,,NA
EMP10958,azaan.sampath86,Azaan Sampath,research_development,Manager,remote,WS-10958,DEV-88815,active,04/07/2021 11:59,not available,unknown
EMP11263,anirudh.warrior56,Anirudh Warrior,human_resources,Analyst,regional_office,LPT-11263,dev24559,open,2020-06-14 02:14:20,,unknown
EMP11288,urvashi.rege4,Urvashi Rege,compliance,Manager,work_from_home,LPT-11288,dev90636,terminated,2022-01-23 20:58:17,03-28-2025 02:09:19 AM,manager656
EMP10349,vedant.kashyap40,Vedant Kashyap,legal,Engineer,head_office,LPT-10349,DEV-21300,terminated,1608971711,03-01-2026 10:25:16 PM,manager782
EMP11326,aarini.rajan41,Aarini Rajan,operations,Specialist,regional_office,LPT-11326,DEV48327,active,20/05/2023 23:30,not available,manager225
EMP10643,abeer.lad5,Abeer Lad,customer_care,Manager,data_center,WS-10643,DEV15559,terminated,02-02-2022 10:20:03 AM,2025-06-15T13:14:33,unknown
EMP11330,  vyanjana.chawla67  ,Vyanjana Chawla,sales_team,Administrator,regional_office,VDR-11330,,active,2026-03-02T05:15:48,not available,unknown
EMP12901,advay.jayaraman98,Advay Jayaraman,legal,Consultant,work_from_home,WS-12901,DEV81061,open,23/10/2023 22:52,,manager665
EMP12972,yadavi.taneja61,Yadavi Taneja,sales,Administrator,regional_office,VDR-12972,,active,2023-01-25T02:33:29,NA,manager583
EMP11322,agastya.subramanian49,Agastya Subramanian,information_technology,Officer,data_center,LPT-11322,dev60741,active,2025-11-30T15:48:17,,manager818
EMP11106,  veer.batra88  ,Veer Batra,call_center,Director,head_office,WS-11106,,active,02/11/2022,NA,
EMP12213,VIDHI.SABHARWAL85,Vidhi Sabharwal,research_development,Specialist,head_office,WS-12213,DEV-14015,open,2025-01-11 07:08:22,NA,manager471
EMP11123,samesh.tak93,Samesh Tak,accounts,Director,remote,LPT-11123,dev 23282,active,2021-09-05T17:58:51,,manager626
EMP12447,umang.sharma23,Umang Sharma,information_technology,Executive,regional_office,,dev 59397,active,25-May-2023 10:31:09,,manager882
EMP12410,samar.tank75,Samar Tank,operations,Analyst,remote,WS-12410,DEV-12727,blocked,2020-02-02 01:50:33,,manager486
EMP11637,daniel.raj34,Daniel Raj,people_team,Manager,data_center,LPT-11637,DEV-21338,active,2024-03-27 03:07:36,NA,manager630
EMP10786,GAVIN.SAMRA37,Gavin Samra,accounts,Director,regional_office,WS-10786,DEV-28293,inactive,2025-01-31T17:19:05,12/07/2025 02:41,manager988
EMP12776,ABEER.BHATT30,Abeer Bhatt,information_technology,Administrator,regional_office,VDR-12776,dev 19269,active,02/01/2021,NA,manager628
EMP10140,finn.gupta86,Finn Gupta,marketing_dept,Consultant,branch_office,VDR-10140,dev72163,active,22/09/2020 05:13,NA,manager198
EMP10788,TARAK.SOM54,Tarak Som,finance,Officer,data_center,VDR-10788,,active,01/03/2021 10:01,,manager952
EMP11949,nirja_munshi38,Nirja Munshi,compliance,Executive,remote,WS-11949,dev48091,terminated,05-11-2020 11:32:53 AM,2022-04-23 04:55:14,manager477
EMP12097,rachit.balan30,Rachit Balan,research_development,Manager,branch_office,WS-12097,dev35002,active,20/01/2023 10:10,not available,manager652
EMP10714,matthew.prabhu13,Matthew Prabhu,cs,Consultant,work_from_home,WS-10714,DEV90017,terminated,2022-04-26 21:49:40,,
EMP11869,oni_varkey46,Oni Varkey,finance,Director,work_from_home,LPT-11869,dev81474,on_leave,2026-03-03 11:25:29,2026-08-27 22:24:48,MANAGER912
EMP11640,meghana.chana6,Meghana Chana,cs,Engineer,work_from_home,LPT-11640,dev 51670,active,2020-02-14 03:39:32,NA,
EMP11918,lekha.dhawan29,Lekha Dhawan,procurement,Executive,head_office,LPT-11918,,active,06-08-2026 03:23:37 PM,,unknown
EMP12987,owen_vala92,Owen Vala,information_technology,Officer,branch_office,WS-12987,,active,01/01/2021 01:38,not available,manager225
EMP10618,yuvraj.ganesan68,Yuvraj Ganesan,sales_dept,Engineer,,WS-10618,DEV66369,active,,not available,manager787
EMP10406,  vedhika.goda56  ,Vedhika Goda,sales,Executive,work_from_home,VDR-10406,DEV-43801,active,09/03/2026 00:43,,NA
EMP11791,zehaan.comar63,Zehaan Comar,human_resources,Manager,branch_office,WS-11791,,active,2025-03-08 23:36:29,NA,manager277
EMP11226,tanveer.dugar93,Tanveer Dugar,legal,Administrator,regional_office,LPT-11226,dev46040,open,22/03/2021,,manager753
EMP11146,tanay.halder50,Tanay Halder,legal,Specialist,,LPT-11146,,active,11/11/2024,,  manager813  
EMP12275,INDRAJIT.CHANDER47,Indrajit Chander,procurement,Manager,data_center,,dev 24688,open,2021-10-18 21:48:39,not available,manager440
EMP12462,CHAVVI.PRASHAD2,Chavvi Prashad,information_technology,Analyst,branch_office,,,active,2023-04-27T20:38:37,not available,
EMP10497,viraj.saha85,Viraj Saha,information_technology,Trainee,branch_office,VDR-10497,DEV38818,open,29/04/2023 18:31,not available,unknown
EMP10342,HARITA.BHASIN77,Harita Bhasin,supply_chain,Specialist,remote,VDR-10342,dev 13515,inactive,2025-08-07 14:15:44,NA,manager721
EMP11957,noah.tailor28,Noah Tailor,finance,Director,regional_office,,dev 39585,active,2023-06-17 09:47:33,not available,unknown
EMP12338,geetika.biswas80,Geetika Biswas,operations_dept,Engineer,remote,VDR-12338,DEV-16463,terminated,22-Jan-2022 14:57:34,2026-02-18T04:00:50,NA
EMP10782,benjamin.sahota99,Benjamin Sahota,marketing_dept,Engineer,head_office,LPT-10782,DEV80570,inactive,04-Oct-2025 13:30:19,2025-11-07 11:55:02,unknown
EMP11557,oscar.kari74,Oscar Kari,sales,Executive,branch_office,VDR-11557,dev27014,inactive,03-19-2021 12:41:37 AM,29/11/2021,manager834
EMP10303,yashvi.more14,Yashvi More,sales,Consultant,branch_office,VDR-10303,dev 90304,active,,NA,
EMP11765,anirudh.shukla15,Anirudh Shukla,support,Administrator,warehouse,VDR-11765,DEV11160,open,1614629045,NA,manager349
EMP10664,yauvani.bajwa71,Yauvani Bajwa,operations_dept,Analyst,,VDR-10664,DEV-53684,open,2026-02-28T14:55:42,NA,manager129
EMP12243,pratyush.thaman21,Pratyush Thaman,sales,Specialist,branch_office,,DEV11275,active,08-07-2024 08:06:49 AM,NA,NA
EMP11551,pavani.choudhary20,Pavani Choudhary,finance,Consultant,head_office,LPT-11551,DEV-13929,active,08/08/2022 21:50,,manager482
EMP11797,  chatura.rajagopalan46  ,Chatura Rajagopalan,legal,Administrator,branch_office,VDR-11797,DEV48099,terminated,24/03/2023 21:23,03-23-2025 01:34:12 PM,
EMP12858,devansh.sen33,Devansh Sen,procurement,Officer,data_center,LPT-12858,DEV87237,active,2022-09-05 15:39:34,NA,NA
EMP10084,PAVANI.MITTER20,Pavani Mitter,accounts,Specialist,,LPT-10084,,active,,NA,manager710
EMP12281,omkaar.mital79,Omkaar Mital,marketing,Officer,branch_office,VDR-12281,DEV39968,active,28/04/2021 01:57,,  manager190  
EMP10941,tanveer.murty16,Tanveer Murty,customer_care,Executive,head_office,WS-10941,DEV36975,open,2026-01-01 06:40:09,,
EMP10961,samar.deep47,Samar Deep,information_technology,Administrator,data_center,VDR-10961,DEV-89433,active,,,
EMP10841,luke.mohan55,Luke Mohan,information_technology,Engineer,,WS-10841,DEV27882,open,2022-05-13 00:10:50,not available,manager280
EMP11562,upkaar.chaudhary2,Upkaar Chaudhary,procurement,Trainee,data_center,WS-11562,DEV34608,open,2024/11/28,not available,manager319
EMP12847,faraj.shanker29,Faraj Shanker,human_resources,Analyst,,VDR-12847,DEV61556,blocked,02/02/2022 20:16,29/05/2023,manager876
EMP12529,KALA.ARORA16,Kala Arora,human_resources,Director,,WS-12529,dev 14602,active,2021-10-09T01:19:59,not available,manager878
EMP11352,umang.chaudry16,Umang Chaudry,cs,Analyst,warehouse,WS-11352,dev 96402,active,2023/10/02,,manager299
EMP10290,lakshit.sule41,Lakshit Sule,operations,Manager,head_office,LPT-10290,,active,1782209193,,manager235
EMP11907,wridesh.wable13,Wridesh Wable,legal,Trainee,warehouse,LPT-11907,dev 42097,active,,,MANAGER877
